trial,ID,x,y,phi,theta,psi,energy
0,1,0.7137551103742369,0.27988731706460823,32.125366652817405,171.57112880383983,114.02736942599881,-594.564
0,2,0.17888266148586596,0.4405487878605895,75.44724506910731,-92.89909239091308,-64.43956356183901,-916.232
0,3,0.8794858300083576,0.721935254069744,40.02629760741402,158.44296265393825,-41.70457742079566,-584.105
0,4,0.5729564277817724,0.7749744140585947,41.6276668196501,-45.221493265749245,51.89947633431004,-648.778
0,5,0.5385835629453586,0.1838306886303145,-136.35769697300313,121.84011021373328,-43.28619276470377,-553.771
0,6,0.12634444554690516,0.5324044772753715,155.8945707418461,37.333849328393654,-102.10421854095821,-939.328
0,7,0.09717128031758715,0.41274645147249034,-17.908975671037126,166.9695481293594,14.149454282137754,-704.491
0,8,0.9210487633890958,0.3640416124990201,67.24906712615854,-26.17482582070778,120.85247587948743,-991.219
0,9,0.6357807838040331,0.24428537169244113,3.163474670176015,27.100119898392762,-9.585492114104738,-707.533
0,10,0.4676651442434726,0.18474941639926956,-6.093166232017552,-92.12177828197194,71.71641192533548,-697.315
0,11,0.429570670988182,0.35144809076518324,147.9079529666801,-119.87225676783817,-159.1086208422444,-868.27
0,12,0.7742995922414994,0.00440650279151833,78.74410207897455,-175.42404395410244,49.99090978924946,-868.27
1,13,0.9977540626731642,0.6085638036286225,179.53148773296945,42.031860339182224,178.93928266951733,-902.339
1,14,0.28641334065214336,0.9986208404104508,123.24732744224237,76.51082588595624,-131.31566907061944,-539.106
1,15,0.000856803946636564,0.5686748272571843,-73.48656779564676,-22.267942478639085,-104.03422090964492,-613.643
1,16,0.3278749802423015,0.6960939776975144,112.2123645539283,79.94345492558509,179.78522589481213,-689.971
2,17,0.9999926213833513,0.8797529008202943,179.54356659496054,1.0007453813708977,120.21077397627981,-928.056
2,18,0.3249635945894137,0.5253675572859557,95.1077247397388,-51.25283676611055,-179.96254426852045,-822.424
2,19,0.8343748919670918,0.04810668329623413,-179.61698050063168,65.47316691521728,-92.68293358816628,-708.938
2,20,0.1924705894015647,0.4611429081840921,-56.87958547144689,6.546053828865546,124.36213493664854,-957.137
3,21,0.23121361774230967,0.3545949452498748,-63.23074771025932,-4.9486895932936665,128.85824986940275,-598.771
3,22,0.4050419473641116,0.11199020956825312,-63.326726469855565,-63.84371569481383,88.45981866288264,-714.206
3,23,0.6569726007301202,0.6352804438995561,-104.6069748067209,-150.20396889835547,147.9186335138815,-543.752
3,24,0.002020788726184497,0.4516564326108299,-34.26372365258868,113.45077737666318,18.639003540724925,-644.86
4,25,0.12857290815609748,0.5067995475392745,142.19211203599926,24.383467289217926,90.60517391061356,-981.618
4,26,0.08983281630271267,0.343425867645761,62.168373536133615,-20.865102896888708,149.66631984216093,-840.856
4,27,0.21980497918786052,0.4882292995153592,15.630095102893577,48.16090991809084,-13.091913715440654,-654.777
4,28,0.37602368816038595,0.282893749088378,-36.83827373583549,9.620661283282075,40.5138873198036,-504.285
5,29,0.1608987142799654,0.39706468267964445,129.44147814949503,-30.408480483730113,91.35222708784798,-688.634
5,30,0.9074552215280979,0.27673894810948185,99.74252926986176,-76.3679410601655,99.11019251345564,-700.181
5,31,0.730189664343495,0.6430757544088401,55.44179840618932,16.395258525216853,145.23019116094892,-921.425
5,32,0.059112149823095206,0.4770738116068493,21.598255168641046,103.30455095838467,71.28607201515337,-779.187
